Datum-1;Schluss-1;Eröffnung-1;Tageshoch-1;Tagestief-1;Datum;Schluss;Eröffnung;Tageshoch;Tagestief;Rechnung;Ergebnis
23.02.2016;9.416,77;9.503,12;9.535,12;9.405,22;24.02.2016;9.167,80;9.396,48;9.415,33;9.125,19;-163,68;1
22.02.2016;9.573,59;9.481,37;9.581,45;9.477,69;23.02.2016;9.416,77;9.503,12;9.535,12;9.405,22;248,97;0
19.02.2016;9.388,05;9.420,51;9.474,02;9.319,10;22.02.2016;9.573,59;9.481,37;9.581,45;9.477,69;156,82;0
18.02.2016;9.463,64;9.428,01;9.551,87;9.349,95;19.02.2016;9.388,05;9.420,51;9.474,02;9.319,10;-185,54;1
17.02.2016;9.377,21;9.174,28;9.394,62;9.156,14;18.02.2016;9.463,64;9.428,01;9.551,87;9.349,95;75,59;0
16.02.2016;9.135,11;9.242,75;9.269,06;9.079,19;17.02.2016;9.377,21;9.174,28;9.394,62;9.156,14;-86,43;1
15.02.2016;9.206,84;9.163,54;9.249,46;9.134,76;16.02.2016;9.135,11;9.242,75;9.269,06;9.079,19;-242,10;1
12.02.2016;8.967,51;8.854,40;8.967,51;8.815,77;15.02.2016;9.206,84;9.163,54;9.249,46;9.134,76;71,73;0
11.02.2016;8.752,87;8.887,89;8.899,57;8.699,29;12.02.2016;8.967,51;8.854,40;8.967,51;8.815,77;-239,33;1
10.02.2016;9.017,29;8.937,98;9.128,54;8.875,45;11.02.2016;8.752,87;8.887,89;8.899,57;8.699,29;-214,64;1
09.02.2016;8.879,40;8.980,71;9.041,90;8.772,88;10.02.2016;9.017,29;8.937,98;9.128,54;8.875,45;264,42;0
08.02.2016;8.979,36;9.329,87;9.337,52;8.937,98;09.02.2016;8.879,40;8.980,71;9.041,90;8.772,88;-137,89;1
05.02.2016;9.286,23;9.375,29;9.469,71;9.250,84;08.02.2016;8.979,36;9.329,87;9.337,52;8.937,98;99,96;0
04.02.2016;9.393,36;9.522,67;9.539,92;9.270,09;05.02.2016;9.286,23;9.375,29;9.469,71;9.250,84;306,87;0
03.02.2016;9.434,82;9.541,53;9.577,20;9.350,98;04.02.2016;9.393,36;9.522,67;9.539,92;9.270,09;107,13;0
02.02.2016;9.581,04;9.721,18;9.729,23;9.536,97;03.02.2016;9.434,82;9.541,53;9.577,20;9.350,98;41,46;0
01.02.2016;9.757,88;9.823,73;9.827,10;9.638,58;02.02.2016;9.581,04;9.721,18;9.729,23;9.536,97;146,22;0
29.01.2016;9.798,11;9.772,58;9.798,38;9.656,36;01.02.2016;9.757,88;9.823,73;9.827,10;9.638,58;176,84;0
28.01.2016;9.639,59;9.826,28;9.905,08;9.594,80;29.01.2016;9.798,11;9.772,58;9.798,38;9.656,36;40,23;0
27.01.2016;9.880,82;9.781,42;9.880,82;9.728,64;28.01.2016;9.639,59;9.826,28;9.905,08;9.594,80;-158,52;1
26.01.2016;9.822,75;9.599,56;9.867,18;9.563,64;27.01.2016;9.880,82;9.781,42;9.880,82;9.728,64;241,23;0
25.01.2016;9.736,15;9.790,44;9.800,49;9.681,70;26.01.2016;9.822,75;9.599,56;9.867,18;9.563,64;-58,07;1
22.01.2016;9.764,88;9.762,55;9.837,62;9.704,90;25.01.2016;9.736,15;9.790,44;9.800,49;9.681,70;-86,60;1
21.01.2016;9.574,16;9.400,69;9.656,33;9.348,74;22.01.2016;9.764,88;9.762,55;9.837,62;9.704,90;28,73;0
20.01.2016;9.391,64;9.430,13;9.490,45;9.314,57;21.01.2016;9.574,16;9.400,69;9.656,33;9.348,74;-190,72;1
19.01.2016;9.664,21;9.722,64;9.756,14;9.626,65;20.01.2016;9.391,64;9.430,13;9.490,45;9.314,57;-182,52;1
18.01.2016;9.521,85;9.542,60;9.657,94;9.457,95;19.01.2016;9.664,21;9.722,64;9.756,14;9.626,65;272,57;0
15.01.2016;9.545,27;9.778,36;9.832,92;9.459,09;18.01.2016;9.521,85;9.542,60;9.657,94;9.457,95;-142,36;1
14.01.2016;9.794,20;9.836,85;9.884,27;9.614,77;15.01.2016;9.545,27;9.778,36;9.832,92;9.459,09;23,42;0
13.01.2016;9.960,96;10.112,35;10.164,05;9.929,07;14.01.2016;9.794,20;9.836,85;9.884,27;9.614,77;248,93;0
12.01.2016;9.985,43;9.832,82;10.092,67;9.832,82;13.01.2016;9.960,96;10.112,35;10.164,05;9.929,07;166,76;0
11.01.2016;9.825,07;9.814,04;9.978,69;9.813,02;12.01.2016;9.985,43;9.832,82;10.092,67;9.832,82;24,47;0
08.01.2016;9.849,34;10.010,47;10.122,46;9.849,34;11.01.2016;9.825,07;9.814,04;9.978,69;9.813,02;-160,36;1
07.01.2016;9.979,85;10.144,17;10.145,47;9.810,47;08.01.2016;9.849,34;10.010,47;10.122,46;9.849,34;24,27;0
06.01.2016;10.214,02;10.288,68;10.288,68;10.094,18;07.01.2016;9.979,85;10.144,17;10.145,47;9.810,47;130,51;0
05.01.2016;10.310,10;10.373,27;10.384,26;10.173,52;06.01.2016;10.214,02;10.288,68;10.288,68;10.094,18;234,17;0
04.01.2016;10.283,44;10.485,81;10.485,91;10.248,58;05.01.2016;10.310,10;10.373,27;10.384,26;10.173,52;96,08;0
30.12.2015;10.743,01;10.855,17;10.857,43;10.743,01;04.01.2016;10.283,44;10.485,81;10.485,91;10.248,58;-26,66;1
29.12.2015;10.860,14;10.744,96;10.860,14;10.731,63;30.12.2015;10.743,01;10.855,17;10.857,43;10.743,01;459,57;0
28.12.2015;10.653,91;10.748,37;10.756,17;10.627,46;29.12.2015;10.860,14;10.744,96;10.860,14;10.731,63;117,13;0
23.12.2015;10.727,64;10.623,56;10.743,32;10.595,27;28.12.2015;10.653,91;10.748,37;10.756,17;10.627,46;-206,23;1
22.12.2015;10.488,75;10.598,19;10.623,98;10.400,61;23.12.2015;10.727,64;10.623,56;10.743,32;10.595,27;73,73;0
21.12.2015;10.497,77;10.607,20;10.796,03;10.497,77;22.12.2015;10.488,75;10.598,19;10.623,98;10.400,61;-238,89;1
18.12.2015;10.608,19;10.639,98;10.735,85;10.543,05;21.12.2015;10.497,77;10.607,20;10.796,03;10.497,77;9,02;0
17.12.2015;10.738,12;10.685,30;10.829,62;10.656,39;18.12.2015;10.608,19;10.639,98;10.735,85;10.543,05;110,42;0
16.12.2015;10.469,26;10.476,06;10.572,55;10.423,78;17.12.2015;10.738,12;10.685,30;10.829,62;10.656,39;129,93;0
15.12.2015;10.450,38;10.239,80;10.482,75;10.237,48;16.12.2015;10.469,26;10.476,06;10.572,55;10.423,78;-268,86;1
14.12.2015;10.139,34;10.406,71;10.448,65;10.122,95;15.12.2015;10.450,38;10.239,80;10.482,75;10.237,48;-18,88;1
11.12.2015;10.340,06;10.572,86;10.596,03;10.294,25;14.12.2015;10.139,34;10.406,71;10.448,65;10.122,95;-311,04;1
10.12.2015;10.598,93;10.547,52;10.662,77;10.500,03;11.12.2015;10.340,06;10.572,86;10.596,03;10.294,25;200,72;0
09.12.2015;10.592,49;10.719,70;10.719,70;10.554,54;10.12.2015;10.598,93;10.547,52;10.662,77;10.500,03;258,87;0
08.12.2015;10.673,60;10.872,68;10.895,50;10.616,24;09.12.2015;10.592,49;10.719,70;10.719,70;10.554,54;-6,44;1
07.12.2015;10.886,09;10.832,42;10.992,55;10.806,52;08.12.2015;10.673,60;10.872,68;10.895,50;10.616,24;81,11;0
04.12.2015;10.752,10;10.770,16;10.814,82;10.632,77;07.12.2015;10.886,09;10.832,42;10.992,55;10.806,52;212,49;0
03.12.2015;10.789,24;11.173,79;11.318,80;10.780,63;04.12.2015;10.752,10;10.770,16;10.814,82;10.632,77;-133,99;1
02.12.2015;11.190,02;11.301,51;11.329,79;11.188,03;03.12.2015;10.789,24;11.173,79;11.318,80;10.780,63;37,14;0
01.12.2015;11.261,24;11.422,47;11.430,38;11.235,97;02.12.2015;11.190,02;11.301,51;11.329,79;11.188,03;400,78;0
30.11.2015;11.382,23;11.268,31;11.430,87;11.253,37;01.12.2015;11.261,24;11.422,47;11.430,38;11.235,97;71,22;0
27.11.2015;11.293,76;11.277,91;11.354,01;11.247,14;30.11.2015;11.382,23;11.268,31;11.430,87;11.253,37;120,99;0
26.11.2015;11.320,77;11.180,94;11.366,37;11.176,56;27.11.2015;11.293,76;11.277,91;11.354,01;11.247,14;-88,47;1
;;;;;;;;;;;
