Datum-1;Schluss-1;Eröffnung-1;Tageshoch-1;Tagestief-1;Datum;Schluss;Eröffnung;Tageshoch;Tagestief;Rechnung;Ergebnis
15.04.2019;12.020,28;12.011,11;12.029,98;11.983,33;16.04.2019;12.101,32;12.026,74;12.116,25;12.025,66;-51,75;1
12.04.2019;11.999,93;11.912,58;12.031,15;11.889,99;15.04.2019;12.020,28;12.011,11;12.029,98;11.983,33;-81,04;1
11.04.2019;11.935,20;11.914,51;11.963,43;11.846,60;12.04.2019;11.999,93;11.912,58;12.031,15;11.889,99;-20,35;1
10.04.2019;11.905,91;11.864,46;11.937,11;11.863,80;11.04.2019;11.935,20;11.914,51;11.963,43;11.846,60;-64,73;1
09.04.2019;11.850,57;11.927,01;11.988,53;11.850,57;10.04.2019;11.905,91;11.864,46;11.937,11;11.863,80;-29,29;1
08.04.2019;11.963,40;11.979,73;11.989,59;11.948,26;09.04.2019;11.850,57;11.927,01;11.988,53;11.850,57;-55,34;1
05.04.2019;12.009,75;11.993,22;12.024,23;11.967,70;08.04.2019;11.963,40;11.979,73;11.989,59;11.948,26;112,83;0
04.04.2019;11.988,01;11.924,61;12.029,26;11.916,57;05.04.2019;12.009,75;11.993,22;12.024,23;11.967,70;46,35;0
03.04.2019;11.954,40;11.855,40;11.961,36;11.854,21;04.04.2019;11.988,01;11.924,61;12.029,26;11.916,57;-21,74;1
02.04.2019;11.754,79;11.703,24;11.777,65;11.659,15;03.04.2019;11.954,40;11.855,40;11.961,36;11.854,21;-33,61;1
01.04.2019;11.681,99;11.617,18;11.706,64;11.612,70;02.04.2019;11.754,79;11.703,24;11.777,65;11.659,15;-199,61;1
29.03.2019;11.526,04;11.492,09;11.549,42;11.442,12;01.04.2019;11.681,99;11.617,18;11.706,64;11.612,70;-72,80;1
28.03.2019;11.428,16;11.422,16;11.494,15;11.414,66;29.03.2019;11.526,04;11.492,09;11.549,42;11.442,12;-155,95;1
27.03.2019;11.419,04;11.439,02;11.502,35;11.368,13;28.03.2019;11.428,16;11.422,16;11.494,15;11.414,66;-97,88;1
26.03.2019;11.419,48;11.374,18;11.447,13;11.299,80;27.03.2019;11.419,04;11.439,02;11.502,35;11.368,13;-9,12;1
25.03.2019;11.346,65;11.323,20;11.392,00;11.312,54;26.03.2019;11.419,48;11.374,18;11.447,13;11.299,80;0,44;0
22.03.2019;11.364,17;11.578,39;11.623,97;11.356,49;25.03.2019;11.346,65;11.323,20;11.392,00;11.312,54;-72,83;1
21.03.2019;11.549,96;11.566,87;11.582,54;11.467,79;22.03.2019;11.364,17;11.578,39;11.623,97;11.356,49;17,52;0
20.03.2019;11.603,89;11.704,44;11.721,41;11.596,20;21.03.2019;11.549,96;11.566,87;11.582,54;11.467,79;185,79;0
19.03.2019;11.788,41;11.672,76;11.823,29;11.652,02;20.03.2019;11.603,89;11.704,44;11.721,41;11.596,20;53,93;0
18.03.2019;11.657,06;11.685,54;11.712,36;11.635,88;19.03.2019;11.788,41;11.672,76;11.823,29;11.652,02;184,52;0
15.03.2019;11.685,69;11.608,67;11.725,66;11.575,33;18.03.2019;11.657,06;11.685,54;11.712,36;11.635,88;-131,35;1
14.03.2019;11.587,47;11.573,42;11.635,76;11.541,10;15.03.2019;11.685,69;11.608,67;11.725,66;11.575,33;28,63;0
13.03.2019;11.572,41;11.499,32;11.586,90;11.486,74;14.03.2019;11.587,47;11.573,42;11.635,76;11.541,10;-98,22;1
12.03.2019;11.524,17;11.612,46;11.618,73;11.499,47;13.03.2019;11.572,41;11.499,32;11.586,90;11.486,74;-15,06;1
11.03.2019;11.543,48;11.497,98;11.550,59;11.462,90;12.03.2019;11.524,17;11.612,46;11.618,73;11.499,47;-48,24;1
08.03.2019;11.457,84;11.429,77;11.475,55;11.405,21;11.03.2019;11.543,48;11.497,98;11.550,59;11.462,90;19,31;0
07.03.2019;11.517,80;11.546,42;11.612,95;11.452,86;08.03.2019;11.457,84;11.429,77;11.475,55;11.405,21;-85,64;1
06.03.2019;11.587,63;11.593,21;11.652,77;11.565,22;07.03.2019;11.517,80;11.546,42;11.612,95;11.452,86;59,96;0
05.03.2019;11.620,74;11.570,97;11.627,78;11.551,45;06.03.2019;11.587,63;11.593,21;11.652,77;11.565,22;69,83;0
04.03.2019;11.592,66;11.646,21;11.650,44;11.591,74;05.03.2019;11.620,74;11.570,97;11.627,78;11.551,45;33,11;0
01.03.2019;11.601,68;11.584,24;11.676,86;11.583,08;04.03.2019;11.592,66;11.646,21;11.650,44;11.591,74;-28,08;1
28.02.2019;11.515,64;11.430,80;11.524,99;11.416,08;01.03.2019;11.601,68;11.584,24;11.676,86;11.583,08;9,02;0
27.02.2019;11.487,33;11.493,81;11.521,22;11.442,97;28.02.2019;11.515,64;11.430,80;11.524,99;11.416,08;-86,04;1
26.02.2019;11.540,79;11.446,29;11.556,87;11.441,87;27.02.2019;11.487,33;11.493,81;11.521,22;11.442,97;-28,31;1
25.02.2019;11.505,39;11.517,76;11.544,31;11.480,49;26.02.2019;11.540,79;11.446,29;11.556,87;11.441,87;53,46;0
22.02.2019;11.457,70;11.422,62;11.504,71;11.420,74;25.02.2019;11.505,39;11.517,76;11.544,31;11.480,49;-35,40;1
21.02.2019;11.423,28;11.448,65;11.454,44;11.392,27;22.02.2019;11.457,70;11.422,62;11.504,71;11.420,74;-47,69;1
20.02.2019;11.401,97;11.338,74;11.437,47;11.318,74;21.02.2019;11.423,28;11.448,65;11.454,44;11.392,27;-34,42;1
19.02.2019;11.309,21;11.280,73;11.371,44;11.244,52;20.02.2019;11.401,97;11.338,74;11.437,47;11.318,74;-21,31;1
18.02.2019;11.299,20;11.287,74;11.318,19;11.256,27;19.02.2019;11.309,21;11.280,73;11.371,44;11.244,52;-92,76;1
15.02.2019;11.299,80;11.044,80;11.323,05;11.018,95;18.02.2019;11.299,20;11.287,74;11.318,19;11.256,27;-10,01;1
14.02.2019;11.089,79;11.257,80;11.260,55;11.077,78;15.02.2019;11.299,80;11.044,80;11.323,05;11.018,95;0,60;0
13.02.2019;11.167,22;11.174,85;11.217,30;11.125,59;14.02.2019;11.089,79;11.257,80;11.260,55;11.077,78;-210,01;1
12.02.2019;11.126,08;11.123,43;11.164,38;11.116,86;13.02.2019;11.167,22;11.174,85;11.217,30;11.125,59;77,43;0
11.02.2019;11.014,59;10.955,83;11.041,95;10.944,58;12.02.2019;11.126,08;11.123,43;11.164,38;11.116,86;-41,14;1
08.02.2019;10.906,78;10.991,79;11.045,41;10.863,56;11.02.2019;11.014,59;10.955,83;11.041,95;10.944,58;-111,49;1
07.02.2019;11.022,02;11.262,97;11.286,46;11.022,02;08.02.2019;10.906,78;10.991,79;11.045,41;10.863,56;-107,81;1
06.02.2019;11.324,72;11.337,54;11.347,94;11.297,42;07.02.2019;11.022,02;11.262,97;11.286,46;11.022,02;115,24;0
05.02.2019;11.367,98;11.178,75;11.371,74;11.177,70;06.02.2019;11.324,72;11.337,54;11.347,94;11.297,42;302,70;0
04.02.2019;11.176,58;11.180,42;11.209,31;11.100,34;05.02.2019;11.367,98;11.178,75;11.371,74;11.177,70;43,26;0
01.02.2019;11.180,66;11.198,46;11.218,51;11.116,08;04.02.2019;11.176,58;11.180,42;11.209,31;11.100,34;-191,40;1
31.01.2019;11.173,10;11.257,92;11.311,37;11.051,11;01.02.2019;11.180,66;11.198,46;11.218,51;11.116,08;4,08;0
30.01.2019;11.181,66;11.210,68;11.215,21;11.132,38;31.01.2019;11.173,10;11.257,92;11.311,37;11.051,11;-7,56;1
29.01.2019;11.218,83;11.191,52;11.276,28;11.159,17;30.01.2019;11.181,66;11.210,68;11.215,21;11.132,38;8,56;0
28.01.2019;11.210,31;11.233,16;11.275,21;11.196,42;29.01.2019;11.218,83;11.191,52;11.276,28;11.159,17;37,17;0
25.01.2019;11.281,79;11.234,05;11.321,62;11.218,35;28.01.2019;11.210,31;11.233,16;11.275,21;11.196,42;-8,52;1
24.01.2019;11.130,18;11.045,64;11.149,32;11.032,53;25.01.2019;11.281,79;11.234,05;11.321,62;11.218,35;71,48;0
23.01.2019;11.071,54;11.043,64;11.135,75;11.007,21;24.01.2019;11.130,18;11.045,64;11.149,32;11.032,53;-151,61;1
22.01.2019;11.090,11;11.076,98;11.142,22;11.034,55;23.01.2019;11.071,54;11.043,64;11.135,75;11.007,21;-58,64;1
21.01.2019;11.136,20;11.176,12;11.179,91;11.125,53;22.01.2019;11.090,11;11.076,98;11.142,22;11.034,55;18,57;0
18.01.2019;11.205,54;11.001,31;11.216,82;10.993,83;21.01.2019;11.136,20;11.176,12;11.179,91;11.125,53;46,09;0
17.01.2019;10.918,62;10.852,50;10.929,30;10.822,25;18.01.2019;11.205,54;11.001,31;11.216,82;10.993,83;69,34;0
16.01.2019;10.931,24;10.940,36;10.947,87;10.866,39;17.01.2019;10.918,62;10.852,50;10.929,30;10.822,25;-286,92;1
15.01.2019;10.891,79;10.962,95;10.994,83;10.812,59;16.01.2019;10.931,24;10.940,36;10.947,87;10.866,39;12,62;0
14.01.2019;10.855,91;10.820,85;10.886,23;10.786,75;15.01.2019;10.891,79;10.962,95;10.994,83;10.812,59;-39,45;1
11.01.2019;10.887,46;10.949,13;10.959,00;10.829,92;14.01.2019;10.855,91;10.820,85;10.886,23;10.786,75;-35,88;1
10.01.2019;10.921,59;10.843,89;10.927,13;10.788,05;11.01.2019;10.887,46;10.949,13;10.959,00;10.829,92;31,55;0
09.01.2019;10.893,32;10.884,75;10.961,92;10.839,09;10.01.2019;10.921,59;10.843,89;10.927,13;10.788,05;34,13;0
08.01.2019;10.803,98;10.750,19;10.910,71;10.745,03;09.01.2019;10.893,32;10.884,75;10.961,92;10.839,09;-28,27;1
07.01.2019;10.747,81;10.814,39;10.814,47;10.681,27;08.01.2019;10.803,98;10.750,19;10.910,71;10.745,03;-89,34;1
04.01.2019;10.767,69;10.533,94;10.786,34;10.483,90;07.01.2019;10.747,81;10.814,39;10.814,47;10.681,27;-56,17;1
03.01.2019;10.416,66;10.467,11;10.538,66;10.400,11;04.01.2019;10.767,69;10.533,94;10.786,34;10.483,90;19,88;0
02.01.2019;10.580,19;10.477,77;10.612,72;10.386,97;03.01.2019;10.416,66;10.467,11;10.538,66;10.400,11;-351,03;1
28.12.2018;10.558,96;10.452,02;10.586,80;10.431,38;02.01.2019;10.580,19;10.477,77;10.612,72;10.386,97;163,53;0
27.12.2018;10.381,51;10.607,42;10.635,45;10.279,20;28.12.2018;10.558,96;10.452,02;10.586,80;10.431,38;-21,23;1
21.12.2018;10.633,82;10.573,08;10.654,66;10.512,64;27.12.2018;10.381,51;10.607,42;10.635,45;10.279,20;-177,45;1
20.12.2018;10.611,10;10.621,18;10.686,37;10.563,44;21.12.2018;10.633,82;10.573,08;10.654,66;10.512,64;252,31;0
19.12.2018;10.766,21;10.777,42;10.831,44;10.749,55;20.12.2018;10.611,10;10.621,18;10.686,37;10.563,44;-22,72;1
18.12.2018;10.740,89;10.744,28;10.841,42;10.714,97;19.12.2018;10.766,21;10.777,42;10.831,44;10.749,55;155,11;0
17.12.2018;10.772,20;10.852,99;10.886,80;10.700,62;18.12.2018;10.740,89;10.744,28;10.841,42;10.714,97;-25,32;1
14.12.2018;10.865,77;10.809,58;10.903,39;10.733,75;17.12.2018;10.772,20;10.852,99;10.886,80;10.700,62;31,31;0
13.12.2018;10.924,70;10.978,68;10.988,77;10.887,26;14.12.2018;10.865,77;10.809,58;10.903,39;10.733,75;93,57;0
12.12.2018;10.929,43;10.832,04;10.971,12;10.815,51;13.12.2018;10.924,70;10.978,68;10.988,77;10.887,26;58,93;0
11.12.2018;10.780,51;10.711,40;10.884,62;10.684,62;12.12.2018;10.929,43;10.832,04;10.971,12;10.815,51;4,73;0
10.12.2018;10.622,07;10.726,17;10.757,73;10.585,77;11.12.2018;10.780,51;10.711,40;10.884,62;10.684,62;-148,92;1
07.12.2018;10.788,09;10.876,34;10.927,37;10.788,09;10.12.2018;10.622,07;10.726,17;10.757,73;10.585,77;-158,44;1
06.12.2018;10.810,98;11.053,58;11.063,44;10.762,41;07.12.2018;10.788,09;10.876,34;10.927,37;10.788,09;166,02;0
05.12.2018;11.200,24;11.204,32;11.266,28;11.177,15;06.12.2018;10.810,98;11.053,58;11.063,44;10.762,41;22,89;0
04.12.2018;11.335,32;11.429,82;11.442,19;11.330,44;05.12.2018;11.200,24;11.204,32;11.266,28;11.177,15;389,26;0
03.12.2018;11.465,46;11.534,75;11.566,97;11.457,61;04.12.2018;11.335,32;11.429,82;11.442,19;11.330,44;135,08;0
30.11.2018;11.257,24;11.311,66;11.315,30;11.208,60;03.12.2018;11.465,46;11.534,75;11.566,97;11.457,61;130,14;0
29.11.2018;11.298,23;11.377,21;11.403,72;11.275,70;30.11.2018;11.257,24;11.311,66;11.315,30;11.208,60;-208,22;1
28.11.2018;11.298,88;11.355,80;11.358,80;11.279,46;29.11.2018;11.298,23;11.377,21;11.403,72;11.275,70;40,99;0
27.11.2018;11.309,11;11.380,79;11.400,05;11.264,65;28.11.2018;11.298,88;11.355,80;11.358,80;11.279,46;0,65;0
26.11.2018;11.354,72;11.315,90;11.390,93;11.301,82;27.11.2018;11.309,11;11.380,79;11.400,05;11.264,65;10,23;0
23.11.2018;11.192,69;11.146,55;11.205,99;11.093,52;26.11.2018;11.354,72;11.315,90;11.390,93;11.301,82;45,61;0
22.11.2018;11.138,49;11.216,29;11.221,77;11.119,04;23.11.2018;11.192,69;11.146,55;11.205,99;11.093,52;-162,03;1
21.11.2018;11.244,17;11.138,25;11.257,83;11.113,34;22.11.2018;11.138,49;11.216,29;11.221,77;11.119,04;-54,20;1
20.11.2018;11.066,41;11.157,65;11.187,16;11.009,25;21.11.2018;11.244,17;11.138,25;11.257,83;11.113,34;105,68;0
19.11.2018;11.244,54;11.384,00;11.419,55;11.231,59;20.11.2018;11.066,41;11.157,65;11.187,16;11.009,25;-177,76;1
16.11.2018;11.341,00;11.425,80;11.448,56;11.233,21;19.11.2018;11.244,54;11.384,00;11.419,55;11.231,59;178,13;0
15.11.2018;11.353,67;11.447,84;11.500,66;11.254,92;16.11.2018;11.341,00;11.425,80;11.448,56;11.233,21;96,46;0
14.11.2018;11.412,53;11.394,75;11.566,79;11.314,60;15.11.2018;11.353,67;11.447,84;11.500,66;11.254,92;12,67;0
13.11.2018;11.472,22;11.374,11;11.495,69;11.349,94;14.11.2018;11.412,53;11.394,75;11.566,79;11.314,60;58,86;0
12.11.2018;11.325,44;11.591,59;11.598,51;11.310,72;13.11.2018;11.472,22;11.374,11;11.495,69;11.349,94;59,69;0
09.11.2018;11.529,16;11.489,19;11.549,06;11.418,35;12.11.2018;11.325,44;11.591,59;11.598,51;11.310,72;-146,78;1
08.11.2018;11.527,32;11.629,00;11.648,79;11.503,36;09.11.2018;11.529,16;11.489,19;11.549,06;11.418,35;203,72;0
07.11.2018;11.579,10;11.542,09;11.634,81;11.532,34;08.11.2018;11.527,32;11.629,00;11.648,79;11.503,36;-1,84;1
06.11.2018;11.484,34;11.518,17;11.528,52;11.436,53;07.11.2018;11.579,10;11.542,09;11.634,81;11.532,34;51,78;0
05.11.2018;11.494,96;11.522,33;11.555,97;11.479,19;06.11.2018;11.484,34;11.518,17;11.528,52;11.436,53;-94,76;1
02.11.2018;11.518,99;11.636,37;11.689,96;11.518,87;05.11.2018;11.494,96;11.522,33;11.555,97;11.479,19;10,62;0
01.11.2018;11.468,54;11.419,61;11.575,43;11.416,36;02.11.2018;11.518,99;11.636,37;11.689,96;11.518,87;24,03;0
31.10.2018;11.447,51;11.417,09;11.499,38;11.391,64;01.11.2018;11.468,54;11.419,61;11.575,43;11.416,36;-50,45;1
30.10.2018;11.287,39;11.391,78;11.394,37;11.212,58;31.10.2018;11.447,51;11.417,09;11.499,38;11.391,64;-21,03;1
29.10.2018;11.335,48;11.270,67;11.444,86;11.218,92;30.10.2018;11.287,39;11.391,78;11.394,37;11.212,58;-160,12;1
26.10.2018;11.200,62;11.180,96;11.205,83;11.051,04;29.10.2018;11.335,48;11.270,67;11.444,86;11.218,92;48,09;0
25.10.2018;11.307,12;11.098,68;11.324,92;11.078,37;26.10.2018;11.200,62;11.180,96;11.205,83;11.051,04;-134,86;1
24.10.2018;11.191,63;11.298,65;11.391,94;11.166,84;25.10.2018;11.307,12;11.098,68;11.324,92;11.078,37;106,50;0
23.10.2018;11.274,28;11.367,57;11.394,21;11.228,50;24.10.2018;11.191,63;11.298,65;11.391,94;11.166,84;-115,49;1
22.10.2018;11.524,34;11.665,68;11.677,45;11.497,09;23.10.2018;11.274,28;11.367,57;11.394,21;11.228,50;82,65;0
19.10.2018;11.553,83;11.578,85;11.617,28;11.498,69;22.10.2018;11.524,34;11.665,68;11.677,45;11.497,09;250,06;0
18.10.2018;11.589,21;11.695,19;11.791,22;11.586,32;19.10.2018;11.553,83;11.578,85;11.617,28;11.498,69;29,49;0
17.10.2018;11.715,03;11.811,47;11.847,79;11.669,96;18.10.2018;11.589,21;11.695,19;11.791,22;11.586,32;35,38;0
16.10.2018;11.776,55;11.637,62;11.790,15;11.606,97;17.10.2018;11.715,03;11.811,47;11.847,79;11.669,96;125,82;0
15.10.2018;11.614,16;11.523,81;11.625,02;11.459,08;16.10.2018;11.776,55;11.637,62;11.790,15;11.606,97;61,52;0
12.10.2018;11.523,81;11.691,47;11.693,84;11.514,55;15.10.2018;11.614,16;11.523,81;11.625,02;11.459,08;-162,39;1
11.10.2018;11.539,35;11.558,98;11.700,50;11.518,56;12.10.2018;11.523,81;11.691,47;11.693,84;11.514,55;-90,35;1
10.10.2018;11.712,50;11.976,70;11.978,80;11.712,27;11.10.2018;11.539,35;11.558,98;11.700,50;11.518,56;15,54;0
09.10.2018;11.977,22;11.963,63;11.998,64;11.803,19;10.10.2018;11.712,50;11.976,70;11.978,80;11.712,27;173,15;0
08.10.2018;11.947,16;12.044,96;12.072,27;11.938,80;09.10.2018;11.977,22;11.963,63;11.998,64;11.803,19;264,72;0
05.10.2018;12.111,90;12.236,29;12.245,41;12.103,55;08.10.2018;11.947,16;12.044,96;12.072,27;11.938,80;-30,06;1
04.10.2018;12.244,14;12.275,07;12.348,86;12.174,69;05.10.2018;12.111,90;12.236,29;12.245,41;12.103,55;164,74;0
02.10.2018;12.287,58;12.229,07;12.310,76;12.203,60;04.10.2018;12.244,14;12.275,07;12.348,86;12.174,69;132,24;0
01.10.2018;12.339,03;12.265,89;12.373,29;12.263,10;02.10.2018;12.287,58;12.229,07;12.310,76;12.203,60;43,44;0
28.09.2018;12.246,73;12.381,36;12.394,16;12.190,57;01.10.2018;12.339,03;12.265,89;12.373,29;12.263,10;51,45;0
27.09.2018;12.435,59;12.329,40;12.456,69;12.272,65;28.09.2018;12.246,73;12.381,36;12.394,16;12.190,57;-92,30;1
26.09.2018;12.385,89;12.395,20;12.395,92;12.329,52;27.09.2018;12.435,59;12.329,40;12.456,69;12.272,65;188,86;0
25.09.2018;12.374,66;12.341,85;12.416,87;12.322,19;26.09.2018;12.385,89;12.395,20;12.395,92;12.329,52;-49,70;1
24.09.2018;12.350,82;12.383,42;12.409,96;12.349,30;25.09.2018;12.374,66;12.341,85;12.416,87;12.322,19;-11,23;1
21.09.2018;12.430,88;12.402,72;12.458,30;12.373,95;24.09.2018;12.350,82;12.383,42;12.409,96;12.349,30;-23,84;1
20.09.2018;12.326,48;12.210,95;12.354,38;12.210,57;21.09.2018;12.430,88;12.402,72;12.458,30;12.373,95;80,06;0
19.09.2018;12.219,02;12.168,20;12.241,14;12.165,08;20.09.2018;12.326,48;12.210,95;12.354,38;12.210,57;-104,40;1
18.09.2018;12.157,67;12.097,19;12.184,41;12.064,41;19.09.2018;12.219,02;12.168,20;12.241,14;12.165,08;-107,46;1
17.09.2018;12.096,41;12.056,38;12.123,09;12.040,80;18.09.2018;12.157,67;12.097,19;12.184,41;12.064,41;-61,35;1
14.09.2018;12.124,33;12.109,37;12.134,54;12.075,58;17.09.2018;12.096,41;12.056,38;12.123,09;12.040,80;-61,26;1
13.09.2018;12.055,55;12.036,79;12.129,81;12.017,41;14.09.2018;12.124,33;12.109,37;12.134,54;12.075,58;27,92;0
12.09.2018;12.032,30;11.989,27;12.046,66;11.952,49;13.09.2018;12.055,55;12.036,79;12.129,81;12.017,41;-68,78;1
11.09.2018;11.970,27;12.013,01;12.017,73;11.865,47;12.09.2018;12.032,30;11.989,27;12.046,66;11.952,49;-23,25;1
10.09.2018;11.986,34;11.950,55;12.039,22;11.930,30;11.09.2018;11.970,27;12.013,01;12.017,73;11.865,47;-62,03;1
07.09.2018;11.959,63;11.960,10;11.990,81;11.888,57;10.09.2018;11.986,34;11.950,55;12.039,22;11.930,30;16,07;0
06.09.2018;11.955,25;11.995,81;12.091,98;11.944,50;07.09.2018;11.959,63;11.960,10;11.990,81;11.888,57;-26,71;1
05.09.2018;12.040,46;12.161,65;12.167,36;12.035,76;06.09.2018;11.955,25;11.995,81;12.091,98;11.944,50;-4,38;1
04.09.2018;12.210,21;12.389,46;12.402,87;12.162,71;05.09.2018;12.040,46;12.161,65;12.167,36;12.035,76;85,21;0
03.09.2018;12.346,41;12.338,36;12.358,17;12.300,47;04.09.2018;12.210,21;12.389,46;12.402,87;12.162,71;169,75;0
31.08.2018;12.364,06;12.418,26;12.426,86;12.348,91;03.09.2018;12.346,41;12.338,36;12.358,17;12.300,47;136,20;0
30.08.2018;12.494,24;12.516,55;12.529,30;12.400,12;31.08.2018;12.364,06;12.418,26;12.426,86;12.348,91;17,65;0
29.08.2018;12.561,68;12.553,86;12.569,06;12.499,53;30.08.2018;12.494,24;12.516,55;12.529,30;12.400,12;130,18;0
28.08.2018;12.527,42;12.578,65;12.597,02;12.527,42;29.08.2018;12.561,68;12.553,86;12.569,06;12.499,53;67,44;0
27.08.2018;12.538,31;12.462,75;12.562,37;12.429,34;28.08.2018;12.527,42;12.578,65;12.597,02;12.527,42;-34,26;1
24.08.2018;12.394,52;12.396,69;12.444,35;12.344,45;27.08.2018;12.538,31;12.462,75;12.562,37;12.429,34;10,89;0
23.08.2018;12.365,58;12.367,48;12.411,01;12.353,55;24.08.2018;12.394,52;12.396,69;12.444,35;12.344,45;-143,79;1
22.08.2018;12.385,70;12.355,53;12.438,66;12.345,32;23.08.2018;12.365,58;12.367,48;12.411,01;12.353,55;-28,94;1
21.08.2018;12.384,49;12.320,56;12.432,66;12.316,35;22.08.2018;12.385,70;12.355,53;12.438,66;12.345,32;20,12;0
20.08.2018;12.331,30;12.263,01;12.373,36;12.245,56;21.08.2018;12.384,49;12.320,56;12.432,66;12.316,35;-1,21;1
17.08.2018;12.210,55;12.242,06;12.244,67;12.135,64;20.08.2018;12.331,30;12.263,01;12.373,36;12.245,56;-53,19;1
16.08.2018;12.237,17;12.202,13;12.251,40;12.168,92;17.08.2018;12.210,55;12.242,06;12.244,67;12.135,64;-120,75;1
15.08.2018;12.163,01;12.400,27;12.428,56;12.120,65;16.08.2018;12.237,17;12.202,13;12.251,40;12.168,92;26,62;0
14.08.2018;12.358,87;12.444,63;12.461,82;12.294,90;15.08.2018;12.163,01;12.400,27;12.428,56;12.120,65;-74,16;1
13.08.2018;12.358,74;12.346,75;12.396,86;12.323,20;14.08.2018;12.358,87;12.444,63;12.461,82;12.294,90;195,86;0
10.08.2018;12.424,35;12.574,20;12.585,83;12.390,40;13.08.2018;12.358,74;12.346,75;12.396,86;12.323,20;-0,13;1
09.08.2018;12.676,11;12.623,14;12.696,52;12.577,34;10.08.2018;12.424,35;12.574,20;12.585,83;12.390,40;65,61;0
08.08.2018;12.633,54;12.622,98;12.704,58;12.586,23;09.08.2018;12.676,11;12.623,14;12.696,52;12.577,34;251,76;0
07.08.2018;12.648,19;12.656,87;12.738,53;12.646,16;08.08.2018;12.633,54;12.622,98;12.704,58;12.586,23;-42,57;1
06.08.2018;12.598,21;12.631,40;12.715,78;12.538,35;07.08.2018;12.648,19;12.656,87;12.738,53;12.646,16;14,65;0
03.08.2018;12.615,76;12.572,61;12.644,52;12.561,62;06.08.2018;12.598,21;12.631,40;12.715,78;12.538,35;-49,98;1
02.08.2018;12.546,33;12.617,63;12.619,60;12.493,20;03.08.2018;12.615,76;12.572,61;12.644,52;12.561,62;17,55;0
01.08.2018;12.737,05;12.826,70;12.833,11;12.706,34;02.08.2018;12.546,33;12.617,63;12.619,60;12.493,20;-69,43;1
31.07.2018;12.805,50;12.809,74;12.860,59;12.739,83;01.08.2018;12.737,05;12.826,70;12.833,11;12.706,34;190,72;0
30.07.2018;12.798,20;12.822,87;12.848,95;12.798,20;31.07.2018;12.805,50;12.809,74;12.860,59;12.739,83;68,45;0
27.07.2018;12.860,40;12.825,75;12.886,83;12.815,12;30.07.2018;12.798,20;12.822,87;12.848,95;12.798,20;-7,30;1
26.07.2018;12.809,23;12.732,88;12.827,71;12.701,56;27.07.2018;12.860,40;12.825,75;12.886,83;12.815,12;62,20;0
25.07.2018;12.579,33;12.685,68;12.695,12;12.538,12;26.07.2018;12.809,23;12.732,88;12.827,71;12.701,56;-51,17;1
24.07.2018;12.689,39;12.590,79;12.755,27;12.585,91;25.07.2018;12.579,33;12.685,68;12.695,12;12.538,12;-229,90;1
23.07.2018;12.548,57;12.510,23;12.565,12;12.489,33;24.07.2018;12.689,39;12.590,79;12.755,27;12.585,91;110,06;0
20.07.2018;12.561,42;12.664,45;12.706,84;12.469,50;23.07.2018;12.548,57;12.510,23;12.565,12;12.489,33;-140,82;1
19.07.2018;12.686,29;12.740,68;12.759,42;12.658,37;20.07.2018;12.561,42;12.664,45;12.706,84;12.469,50;12,85;0
18.07.2018;12.765,94;12.728,41;12.778,96;12.715,52;19.07.2018;12.686,29;12.740,68;12.759,42;12.658,37;124,87;0
17.07.2018;12.661,54;12.566,97;12.688,50;12.522,05;18.07.2018;12.765,94;12.728,41;12.778,96;12.715,52;79,65;0
16.07.2018;12.561,02;12.530,98;12.604,24;12.506,99;17.07.2018;12.661,54;12.566,97;12.688,50;12.522,05;-104,40;1
13.07.2018;12.540,73;12.549,23;12.583,79;12.499,30;16.07.2018;12.561,02;12.530,98;12.604,24;12.506,99;-100,52;1
12.07.2018;12.492,97;12.464,06;12.505,20;12.408,63;13.07.2018;12.540,73;12.549,23;12.583,79;12.499,30;-20,29;1
11.07.2018;12.417,13;12.506,99;12.514,75;12.398,47;12.07.2018;12.492,97;12.464,06;12.505,20;12.408,63;-47,76;1
10.07.2018;12.609,85;12.580,31;12.639,79;12.530,71;11.07.2018;12.417,13;12.506,99;12.514,75;12.398,47;-75,84;1
09.07.2018;12.543,89;12.541,74;12.559,97;12.490,40;10.07.2018;12.609,85;12.580,31;12.639,79;12.530,71;192,72;0
06.07.2018;12.496,17;12.506,27;12.508,08;12.426,40;09.07.2018;12.543,89;12.541,74;12.559,97;12.490,40;-65,96;1
05.07.2018;12.464,29;12.363,05;12.516,51;12.361,86;06.07.2018;12.496,17;12.506,27;12.508,08;12.426,40;-47,72;1
04.07.2018;12.317,61;12.323,75;12.350,68;12.284,56;05.07.2018;12.464,29;12.363,05;12.516,51;12.361,86;-31,88;1
03.07.2018;12.349,14;12.321,07;12.428,14;12.278,39;04.07.2018;12.317,61;12.323,75;12.350,68;12.284,56;-146,68;1
02.07.2018;12.238,17;12.147,94;12.301,93;12.132,72;03.07.2018;12.349,14;12.321,07;12.428,14;12.278,39;31,53;0
29.06.2018;12.306,00;12.322,64;12.382,87;12.260,91;02.07.2018;12.238,17;12.147,94;12.301,93;12.132,72;-110,97;1
28.06.2018;12.177,23;12.289,81;12.375,37;12.104,41;29.06.2018;12.306,00;12.322,64;12.382,87;12.260,91;67,83;0
27.06.2018;12.348,61;12.247,75;12.439,91;12.124,87;28.06.2018;12.177,23;12.289,81;12.375,37;12.104,41;-128,77;1
